gene_claim_name	nomenclature	concept_id	gene_name	source_db_name	source_db_version
CALY	Gene Symbol	hgnc:17938	CALY	Ensembl	111
UNIPROT:P21917	UniProtKB ID	hgnc:3025	DRD4	TEND	1-Aug-11
SLC12A3	Gene Symbol	hgnc:10912	SLC12A3	HGNC	20240408
SLC12A3	Gene Symbol	hgnc:10912	SLC12A3	NCBI	20240410
SLC12A3	Gene Symbol	hgnc:10912	SLC12A3	Ensembl	111
UNIPROT:P24530	UniProtKB ID	hgnc:3180	EDNRB	TEND	1-Aug-11
UNIPROT:Q14524	UniProtKB ID	hgnc:10593	SCN5A	TEND	1-Aug-11
KCNN2	Gene Symbol	hgnc:6291	KCNN2	GO	10-Apr-24
UNIPROT:P12319	UniProtKB ID	hgnc:3609	FCER1A	TEND	1-Aug-11
FCER1G	Gene Symbol	hgnc:3611	FCER1G	HGNC	20240408
FCER1G	Gene Symbol	hgnc:3611	FCER1G	Ensembl	111
FCER1G	Gene Symbol	hgnc:3611	FCER1G	NCBI	20240410
UNIPROT:P62942	UniProtKB ID	hgnc:3711	FKBP1A	TEND	1-Aug-11
UNIPROT:Q9Y5Y9	UniProtKB ID	hgnc:10582	SCN10A	TEND	1-Aug-11
UNIPROT:P48048	UniProtKB ID	hgnc:6255	KCNJ1	TEND	1-Aug-11
UNIPROT:Q14432	UniProtKB ID	hgnc:8778	PDE3A	TEND	1-Aug-11
UNIPROT:P23416	UniProtKB ID	hgnc:4327	GLRA2	TEND	1-Aug-11
UNIPROT:Q12879	UniProtKB ID	hgnc:4585	GRIN2A	TEND	1-Aug-11
UNIPROT:Q13547	UniProtKB ID	hgnc:4852	HDAC1	TEND	1-Aug-11
UNIPROT:P09619	UniProtKB ID	hgnc:8804	PDGFRB	TEND	1-Aug-11
UNIPROT:P31785	UniProtKB ID	hgnc:6010	IL2RG	TEND	1-Aug-11
UNIPROT:P48551	UniProtKB ID	hgnc:5433	IFNAR2	TEND	1-Aug-11
UNIPROT:P08069	UniProtKB ID	hgnc:5465	IGF1R	TEND	1-Aug-11
UNIPROT:Q12809	UniProtKB ID	hgnc:6251	KCNH2	TEND	1-Aug-11
UNIPROT:P08514	UniProtKB ID	hgnc:6138	ITGA2B	TEND	1-Aug-11
UNIPROT:P11388	UniProtKB ID	hgnc:11989	TOP2A	TEND	1-Aug-11
UNIPROT:O95069	UniProtKB ID	hgnc:6277	KCNK2	TEND	1-Aug-11
UNIPROT:P09884	UniProtKB ID	hgnc:9173	POLA1	TEND	1-Aug-11
UNIPROT:P08254	UniProtKB ID	hgnc:7173	MMP3	TEND	1-Aug-11
UNIPROT:P48039	UniProtKB ID	hgnc:7463	MTNR1A	TEND	1-Aug-11
UNIPROT:P17342	UniProtKB ID	hgnc:7945	NPR3	TEND	1-Aug-11
UNIPROT:Q9Y233	UniProtKB ID	hgnc:21160	LINC00473	TEND	1-Aug-11
UNIPROT:Q13946	UniProtKB ID	hgnc:8791	PDE7A	TEND	1-Aug-11
UNIPROT:Q13131	UniProtKB ID	hgnc:9376	PRKAA1	TEND	1-Aug-11
UNIPROT:P49721	UniProtKB ID	hgnc:9539	PSMB2	TEND	1-Aug-11
UNIPROT:Q16647	UniProtKB ID	hgnc:9603	PTGIS	TEND	1-Aug-11
UNIPROT:P35346	UniProtKB ID	hgnc:11334	SSTR5	TEND	1-Aug-11
RARRES1	Gene Symbol	hgnc:9867	RARRES1	HGNC	20240408
RARRES1	Gene Symbol	hgnc:9867	RARRES1	NCBI	20240410
RARRES1	Gene Symbol	hgnc:9867	RARRES1	Ensembl	111
UNIPROT:P07949	UniProtKB ID	hgnc:9967	RET	TEND	1-Aug-11
UNIPROT:P35498	UniProtKB ID	hgnc:10585	SCN1A	TEND	1-Aug-11
UNIPROT:P51172	UniProtKB ID	hgnc:10601	SCNN1D	TEND	1-Aug-11
UNIPROT:Q9UP95	UniProtKB ID	hgnc:10913	SLC12A4	TEND	1-Aug-11
UNIPROT:Q9NYK1	UniProtKB ID	hgnc:15631	TLR7	TEND	1-Aug-11
UNIPROT:P23763	UniProtKB ID	hgnc:12642	VAMP1	TEND	1-Aug-11
LEUKOCYTE COMMON ANTIGEN	Gene Name	hgnc:9666	PTPRC	TTD	2020.06.01
TUMOR SUPPRESSOR CANDIDATE 2	Gene Name	hgnc:17034	TUSC2	TTD	2020.06.01
PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR ALPHA	Gene Name	hgnc:9232	PPARA	TTD	2020.06.01
E2F1	Gene Symbol	hgnc:3113	E2F1	HGNC	20240408
E2F1	Gene Symbol	hgnc:3113	E2F1	NCBI	20240410
E2F1	Gene Symbol	hgnc:3113	E2F1	Ensembl	111
E2F TRANSCRIPTION FACTOR 1	Gene Name	hgnc:3113	E2F1	TTD	2020.06.01
ADRENERGIC RECEPTOR BETA-3	Gene Name	hgnc:288	ADRB3	TTD	2020.06.01
AMP-ACTIVATED PROTEIN KINASE	Gene Name	hgnc:9377	PRKAA2	TTD	2020.06.01
RETINOIC ACID RECEPTOR GAMMA	Gene Name	hgnc:9866	RARG	TTD	2020.06.01
CHOLESTEROL 24-HYDROXYLASE	Gene Name	hgnc:2641	CYP46A1	TTD	2020.06.01
INTERLEUKIN-17	Gene Name	hgnc:5981	IL17A	TTD	2020.06.01
ANGIOTENSIN II RECEPTOR TYPE-2	Gene Name	hgnc:338	AGTR2	TTD	2020.06.01
CHECKPOINT KINASE-1	Gene Name	hgnc:1925	CHEK1	TTD	2020.06.01
CERAMIDE GLUCOSYLTRANSFERASE	Gene Name	hgnc:12524	UGCG	TTD	2020.06.01
INTERLEUKIN 6 RECEPTOR	Gene Name	hgnc:6019	IL6R	TTD	2020.06.01
GJA1	Gene Symbol	hgnc:4274	GJA1	HGNC	20240408
GJA1	Gene Symbol	hgnc:4274	GJA1	Ensembl	111
GJA1	Gene Symbol	hgnc:4274	GJA1	NCBI	20240410
EPIDERMAL GROWTH FACTOR RECEPTOR	Gene Name	hgnc:3236	EGFR	TTD	2020.06.01
SUBSTANCE-P RECEPTOR	Gene Name	hgnc:11526	TACR1	TTD	2020.06.01
DDX5	Gene Symbol	hgnc:2746	DDX5	HGNC	20240408
DDX5	Gene Symbol	hgnc:2746	DDX5	Ensembl	111
DDX5	Gene Symbol	hgnc:2746	DDX5	NCBI	20240410
PYY	Gene Symbol	hgnc:9748	PYY	HGNC	20240408
PYY	Gene Symbol	hgnc:9748	PYY	Ensembl	111
PYY	Gene Symbol	hgnc:9748	PYY	NCBI	20240410
PEPTIDE TYROSINE TYROSINE PYY	Gene Name	hgnc:9748	PYY	TTD	2020.06.01
SERINE/THREONINE-PROTEIN KINASE MTOR	Gene Name	hgnc:3942	MTOR	TTD	2020.06.01
CELLULAR TUMOR ANTIGEN P53	Gene Name	hgnc:11998	TP53	TTD	2020.06.01
TAX TRANSCRIPTIONALLY-ACTIVATED GLYCOPROTEIN 1	Gene Name	hgnc:11918	TNFRSF4	TTD	2020.06.01
AROMATIC-L-AMINO-ACID DECARBOXYLASE	Gene Name	hgnc:2719	DDC	TTD	2020.06.01
ASIALOGLYCOPROTEIN RECEPTOR 1	Gene Name	hgnc:742	ASGR1	TTD	2020.06.01
TRYPTOPHAN 5-HYDROXYLASE 1	Gene Name	hgnc:12008	TPH1	TTD	2020.06.01
CHOLESTERYL ESTER TRANSFER PROTEIN	Gene Name	hgnc:1869	CETP	TTD	2020.06.01
ADENOSINE A2A RECEPTOR	Gene Name	hgnc:263	ADORA2A	TTD	2020.06.01
VASCULAR ENDOTHELIAL GROWTH FACTOR	Gene Name	hgnc:12680	VEGFA	TTD	2020.06.01
INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL-1	Gene Name	hgnc:32041	ADAMTSL4-AS1	TTD	2020.06.01
SERINE/THREONINE-PROTEIN KINASE ATR	Gene Name	hgnc:882	ATR	TTD	2020.06.01
DIHYDROOROTATE DEHYDROGENASE	Gene Name	hgnc:2867	DHODH	TTD	2020.06.01
DNER	Gene Symbol	hgnc:24456	DNER	HGNC	20240408
DNER	Gene Symbol	hgnc:24456	DNER	Ensembl	111
DNER	Gene Symbol	hgnc:24456	DNER	NCBI	20240410
MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR	Gene Name	hgnc:2433	CSF1R	TTD	2020.06.01
APBB1	Gene Symbol	hgnc:581	APBB1	HGNC	20240408
APBB1	Gene Symbol	hgnc:581	APBB1	Ensembl	111
APBB1	Gene Symbol	hgnc:581	APBB1	NCBI	20240410
CYCLIN-DEPENDENT KINASE 2	Gene Name	hgnc:1771	CDK2	TTD	2020.06.01
PORCN	Gene Symbol	hgnc:17652	PORCN	HGNC	20240408
PORCN	Gene Symbol	hgnc:17652	PORCN	NCBI	20240410
PORCN	Gene Symbol	hgnc:17652	PORCN	Ensembl	111
ANGIOPOIETIN-2	Gene Name	hgnc:485	ANGPT2	TTD	2020.06.01
TOLL-LIKE RECEPTOR 8	Gene Name	hgnc:15632	TLR8	TTD	2020.06.01
MACROPHAGE COLONY-STIMULATING FACTOR 1	Gene Name	hgnc:2432	CSF1	TTD	2020.06.01
PROLACTIN RECEPTOR	Gene Name	hgnc:9446	PRLR	TTD	2020.06.01
DNA TOPOISOMERASE II	Gene Name	hgnc:11989	TOP2A	TTD	2020.06.01
EED	Gene Symbol	hgnc:3188	EED	HGNC	20240408
EED	Gene Symbol	hgnc:3188	EED	NCBI	20240410
EED	Gene Symbol	hgnc:3188	EED	Ensembl	111
EMBRYONIC ECTODERM DEVELOPMENT PROTEIN	Gene Name	hgnc:3188	EED	TTD	2020.06.01
CYCLIN-DEPENDENT KINASE 4	Gene Name	hgnc:1773	CDK4	TTD	2020.06.01
C-X-C CHEMOKINE RECEPTOR TYPE 1	Gene Name	hgnc:6026	CXCR1	TTD	2020.06.01
DUT	Gene Symbol	hgnc:3078	DUT	HGNC	20240408
DUT	Gene Symbol	hgnc:3078	DUT	NCBI	20240410
DUT	Gene Symbol	hgnc:3078	DUT	Ensembl	111
DNA [CYTOSINE-5]-METHYLTRANSFERASE	Gene Name	hgnc:2976	DNMT1	TTD	2020.06.01
LINC00273	Gene Symbol	hgnc:38595	LINC00273	HGNC	20240408
LINC00273	Gene Symbol	hgnc:38595	LINC00273	NCBI	20240410
LINC00273	Gene Symbol	hgnc:38595	LINC00273	Ensembl	111
CD40L RECEPTOR	Gene Name	hgnc:11919	CD40	TTD	2020.06.01
NCK1	Gene Symbol	hgnc:7664	NCK1	HGNC	20240408
NCK1	Gene Symbol	hgnc:7664	NCK1	NCBI	20240410
NCK1	Gene Symbol	hgnc:7664	NCK1	Ensembl	111
LIVER AND ACTIVATION-REGULATED CHEMOKINE	Gene Name	hgnc:10619	CCL20	TTD	2020.06.01
CDH11	Gene Symbol	hgnc:1750	CDH11	HGNC	20240408
CDH11	Gene Symbol	hgnc:1750	CDH11	NCBI	20240410
CDH11	Gene Symbol	hgnc:1750	CDH11	Ensembl	111
TYK2 TYROSINE KINASE	Gene Name	hgnc:12440	TYK2	TTD	2020.06.01
NKG2 D ACTIVATING NK RECEPTOR	Gene Name	hgnc:18788	KLRK1	TTD	2020.06.01
B-CELL-ACTIVATING FACTOR	Gene Name	hgnc:11929	TNFSF13B	TTD	2020.06.01
TRBV20OR9-2	Gene Symbol	hgnc:12197	TRBV20OR9-2	HGNC	20240408
TRBV20OR9-2	Gene Symbol	hgnc:12197	TRBV20OR9-2	NCBI	20240410
TRBV20OR9-2	Gene Symbol	hgnc:12197	TRBV20OR9-2	Ensembl	111
B-CELL MATURATION PROTEIN	Gene Name	hgnc:11913	TNFRSF17	TTD	2020.06.01
V-SET IMMUNOREGULATORY RECEPTOR	Gene Name	hgnc:30085	VSIR	TTD	2020.06.01
CDH3	Gene Symbol	hgnc:1762	CDH3	HGNC	20240408
CDH3	Gene Symbol	hgnc:1762	CDH3	NCBI	20240410
CDH3	Gene Symbol	hgnc:1762	CDH3	Ensembl	111
GLUTAMATE RECEPTOR IONOTROPIC NMDA 2B	Gene Name	hgnc:4586	GRIN2B	TTD	2020.06.01
MAPT	Gene Symbol	hgnc:6893	MAPT	HGNC	20240408
MAPT	Gene Symbol	hgnc:6893	MAPT	NCBI	20240410
MAPT	Gene Symbol	hgnc:6893	MAPT	Ensembl	111
MICROTUBULE-ASSOCIATED PROTEIN TAU	Gene Name	hgnc:6893	MAPT	TTD	2020.06.01
C-C CHEMOKINE RECEPTOR TYPE 2	Gene Name	hgnc:1603	CCR2	TTD	2020.06.01
OGA	Gene Symbol	hgnc:7056	OGA	HGNC	20240408
OGA	Gene Symbol	hgnc:7056	OGA	NCBI	20240410
OGA	Gene Symbol	hgnc:7056	OGA	Ensembl	111
BETA-N-ACETYLHEXOSAMINIDASE	Gene Name	hgnc:7056	OGA	TTD	2020.06.01
PPP1CB	Gene Symbol	hgnc:9282	PPP1CB	HGNC	20240408
PPP1CB	Gene Symbol	hgnc:9282	PPP1CB	Ensembl	111
PPP1CB	Gene Symbol	hgnc:9282	PPP1CB	NCBI	20240410
MPZL1	Gene Symbol	hgnc:7226	MPZL1	HGNC	20240408
MITOCHONDRIAL PROTEIN UNSPECIFIC	Gene Name	hgnc:9282	PPP1CB	TTD	2020.06.01
NERVE GROWTH FACTOR	Gene Name	hgnc:7808	NGF	TTD	2020.06.01
TRANSCRIPTION FACTOR UNSPECIFIC	Gene Name	hgnc:11740	TF	TTD	2020.06.01
GABPA	Gene Symbol	hgnc:4071	GABPA	HGNC	20240408
GABPA	Gene Symbol	hgnc:4071	GABPA	NCBI	20240410
GABPA	Gene Symbol	hgnc:4071	GABPA	Ensembl	111
ARYL HYDROCARBON RECEPTOR	Gene Name	hgnc:348	AHR	TTD	2020.06.01
CHR	Gene Symbol	ncbigene:1125	CHR	NCBI	20240410
PPM1A	Gene Symbol	hgnc:9275	PPM1A	HGNC	20240408
PPM1A	Gene Symbol	hgnc:9275	PPM1A	NCBI	20240410
PPM1A	Gene Symbol	hgnc:9275	PPM1A	Ensembl	111
OPIOID RECEPTOR KAPPA	Gene Name	hgnc:8154	OPRK1	TTD	2020.06.01
ADRENERGIC RECEPTOR BETA-1	Gene Name	hgnc:285	ADRB1	TTD	2020.06.01
FGF21	Gene Symbol	hgnc:3678	FGF21	HGNC	20240408
FGF21	Gene Symbol	hgnc:3678	FGF21	Ensembl	111
FGF21	Gene Symbol	hgnc:3678	FGF21	NCBI	20240410
PLATELET-DERIVED GROWTH FACTOR A	Gene Name	hgnc:8799	PDGFA	TTD	2020.06.01
GAMMA-SECRETASE	Gene Name	hgnc:4341	GLUL	TTD	2020.06.01
ACETOACETYL-COA THIOLASE	Gene Name	hgnc:93	ACAT1	TTD	2020.06.01
AHSA1	Gene Symbol	hgnc:1189	AHSA1	HGNC	20240408
AHSA1	Gene Symbol	hgnc:1189	AHSA1	NCBI	20240410
AHSA1	Gene Symbol	hgnc:1189	AHSA1	Ensembl	111
STRESS-ACTIVATED PROTEIN KINASE	Gene Name	hgnc:1189	AHSA1	TTD	2020.06.01
NEUTROPHIL ELASTASE	Gene Name	hgnc:3309	ELANE	TTD	2020.06.01
TERC	Gene Symbol	hgnc:11727	TERC	HGNC	20240408
TERC	Gene Symbol	hgnc:11727	TERC	NCBI	20240410
TERC	Gene Symbol	hgnc:11727	TERC	Ensembl	111
NITRIC-OXIDE SYNTHASE INDUCIBLE	Gene Name	hgnc:7873	NOS2	TTD	2020.06.01
INTERLEUKIN-33	Gene Name	hgnc:16028	IL33	TTD	2020.06.01
COLONY STIMULATING FACTOR-1 RECEPTOR	Gene Name	hgnc:2433	CSF1R	TTD	2020.06.01
C5AR1	Gene Symbol	hgnc:1338	C5AR1	HGNC	20240408
C5AR1	Gene Symbol	hgnc:1338	C5AR1	Ensembl	111
C5AR1	Gene Symbol	hgnc:1338	C5AR1	NCBI	20240410
VASOPRESSIN V1A RECEPTOR	Gene Name	hgnc:895	AVPR1A	TTD	2020.06.01
PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA	Gene Name	hgnc:8804	PDGFRB	TTD	2020.06.01
BETA-MICROSEMINOPROTEIN	Gene Name	hgnc:7372	MSMB	TTD	2020.06.01
MAGEC2	Gene Symbol	hgnc:13574	MAGEC2	HGNC	20240408
MAGEC2	Gene Symbol	hgnc:13574	MAGEC2	Ensembl	111
MAGEC2	Gene Symbol	hgnc:13574	MAGEC2	NCBI	20240410
ONCOTROPHOBLAST GLYCOPROTEIN 5T4	Gene Name	hgnc:12004	TPBG	TTD	2020.06.01
FIBRONECTIN	Gene Name	hgnc:3778	FN1	TTD	2020.06.01
CHOLINE KINASE	Gene Name	hgnc:1937	CHKA	TTD	2020.06.01
HEMATOPOIETIC PROGENITOR CELL ANTIGEN CD34	Gene Name	hgnc:1662	CD34	TTD	2020.06.01
MPZL1	Gene Symbol	hgnc:7226	MPZL1	NCBI	20240410
MPZL1	Gene Symbol	hgnc:7226	MPZL1	Ensembl	111
ITGAX	Gene Symbol	hgnc:6152	ITGAX	GO	10-Apr-24
DNA-BINDING FACTOR KBF1	Gene Name	hgnc:14372	SCYL1	TTD	2020.06.01
MACROPHAGE MIGRATION INHIBITORY FACTOR	Gene Name	hgnc:7097	MIF	TTD	2020.06.01
mCR	Gene Symbol	ncbigene:359995	mCR	NCBI	20240410
HR	Gene Symbol	hgnc:5172	HR	HGNC	20240408
HR	Gene Symbol	hgnc:5172	HR	Ensembl	111
HR	Gene Symbol	hgnc:5172	HR	NCBI	20240410
KDM5A	Gene Symbol	hgnc:9886	KDM5A	HGNC	20240408
KDM5A	Gene Symbol	hgnc:9886	KDM5A	Ensembl	111
KDM5A	Gene Symbol	hgnc:9886	KDM5A	NCBI	20240410
LYSINE-SPECIFIC DEMETHYLASE 5A	Gene Name	hgnc:9886	KDM5A	TTD	2020.06.01
OXYSTEROLS RECEPTOR LXR-ALPHA	Gene Name	hgnc:7966	NR1H3	TTD	2020.06.01
POLO-LIKE KINASE 2	Gene Name	hgnc:19699	PLK2	TTD	2020.06.01
ENTEROPEPTIDASE	Gene Name	hgnc:9490	TMPRSS15	TTD	2020.06.01
RGS8	Gene Symbol	hgnc:16810	RGS8	HGNC	20240408
RGS8	Gene Symbol	hgnc:16810	RGS8	NCBI	20240410
RGS8	Gene Symbol	hgnc:16810	RGS8	Ensembl	111
RGS16	Gene Symbol	hgnc:9997	RGS16	HGNC	20240408
RGS16	Gene Symbol	hgnc:9997	RGS16	Ensembl	111
RGS16	Gene Symbol	hgnc:9997	RGS16	NCBI	20240410
ROTAMASE D	Gene Name	hgnc:9257	PPID	TTD	2020.06.01
DIBASIC-PROCESSING ENZYME	Gene Name	hgnc:8568	FURIN	TTD	2020.06.01
PHOSPHODIESTERASE 4C	Gene Name	hgnc:8782	PDE4C	TTD	2020.06.01
POLD3	Gene Symbol	hgnc:20932	POLD3	HGNC	20240408
POLD3	Gene Symbol	hgnc:20932	POLD3	NCBI	20240410
POLD3	Gene Symbol	hgnc:20932	POLD3	Ensembl	111
BUB1 MITOTIC CHECKPOINT SERINE/THREONINE KINASE	Gene Name	hgnc:1148	BUB1	TTD	2020.06.01
INTERFERON-GAMMA	Gene Name	hgnc:5438	IFNG	TTD	2020.06.01
ZNF501	Gene Symbol	hgnc:23717	ZNF501	HGNC	20240408
ZNF501	Gene Symbol	hgnc:23717	ZNF501	NCBI	20240410
ZNF501	Gene Symbol	hgnc:23717	ZNF501	Ensembl	111
ZINC FINGER PROTEIN	Gene Name	hgnc:23717	ZNF501	TTD	2020.06.01
DYSTROPHIN NONSENSE MUTANT	Gene Name	hgnc:2928	DMD	TTD	2020.06.01
SLC23A2	Gene Symbol	hgnc:10973	SLC23A2	HGNC	20240408
SLC23A2	Gene Symbol	hgnc:10973	SLC23A2	NCBI	20240410
SLC23A2	Gene Symbol	hgnc:10973	SLC23A2	Ensembl	111
PROTON-COUPLED FOLATE TRANSPORTER	Gene Name	hgnc:30521	SLC46A1	TTD	2020.06.01
EPHRIN TYPE-A RECEPTOR 2	Gene Name	hgnc:3386	EPHA2	TTD	2020.06.01
IL23R	Gene Symbol	hgnc:19100	IL23R	HGNC	20240408
IL23R	Gene Symbol	hgnc:19100	IL23R	Ensembl	111
IL23R	Gene Symbol	hgnc:19100	IL23R	NCBI	20240410
INTERLEUKIN 23 RECEPTOR	Gene Name	hgnc:19100	IL23R	TTD	2020.06.01
COAGULATION FACTOR VIII	Gene Name	hgnc:3546	F8	TTD	2020.06.01
HISTONE DEACETYLASE 1	Gene Name	hgnc:4852	HDAC1	TTD	2020.06.01
SOMATOSTATIN RECEPTOR TYPE 1	Gene Name	hgnc:11330	SSTR1	TTD	2020.06.01
ATP5IF1	Gene Symbol	hgnc:871	ATP5IF1	HGNC	20240408
ATP5IF1	Gene Symbol	hgnc:871	ATP5IF1	Ensembl	111
ATP5IF1	Gene Symbol	hgnc:871	ATP5IF1	NCBI	20240410
INFLAMMATION PATHOGENESIS	Gene Name	hgnc:871	ATP5IF1	TTD	2020.06.01
FACILITATES CHROMATIN TRANSCRIPTION COMPLEX	Gene Name	hgnc:11465	SUPT16H	TTD	2020.06.01
APOLIPOPROTEIN E	Gene Name	hgnc:613	APOE	TTD	2020.06.01
TRH	Gene Symbol	hgnc:12298	TRH	HGNC	20240408
TRH	Gene Symbol	hgnc:12298	TRH	NCBI	20240410
TRH	Gene Symbol	hgnc:12298	TRH	Ensembl	111
THYROTROPIN-RELEASING HORMONE	Gene Name	hgnc:12298	TRH	TTD	2020.06.01
PFKFB3	Gene Symbol	hgnc:8874	PFKFB3	HGNC	20240408
PFKFB3	Gene Symbol	hgnc:8874	PFKFB3	Ensembl	111
PFKFB3	Gene Symbol	hgnc:8874	PFKFB3	NCBI	20240410
PHOSPHOFRUCTOKINASE 2	Gene Name	hgnc:8874	PFKFB3	TTD	2020.06.01
LIFR	Gene Symbol	hgnc:6597	LIFR	HGNC	20240408
LIFR	Gene Symbol	hgnc:6597	LIFR	NCBI	20240410
LIFR	Gene Symbol	hgnc:6597	LIFR	Ensembl	111
SODIUM/IODIDE COTRANSPORTER	Gene Name	hgnc:11040	SLC5A5	TTD	2020.06.01
MSTN	Gene Symbol	hgnc:4223	MSTN	HGNC	20240408
MSTN	Gene Symbol	hgnc:4223	MSTN	Ensembl	111
MSTN	Gene Symbol	hgnc:4223	MSTN	NCBI	20240410
MARCHF8	Gene Symbol	hgnc:23356	MARCHF8	HGNC	20240408
MARCHF8	Gene Symbol	hgnc:23356	MARCHF8	Ensembl	111
MARCHF8	Gene Symbol	hgnc:23356	MARCHF8	NCBI	20240410
CELL MEDIATED IMMUNITY RESPONSE	Gene Name	hgnc:23356	MARCHF8	TTD	2020.06.01
CYP11B2	Gene Symbol	hgnc:2592	CYP11B2	HGNC	20240408
CYP11B2	Gene Symbol	hgnc:2592	CYP11B2	NCBI	20240410
CYP11B2	Gene Symbol	hgnc:2592	CYP11B2	Ensembl	111
ALDOSTERONE SYNTHASE	Gene Name	hgnc:2592	CYP11B2	TTD	2020.06.01
SERINE PROTEASE UNSPECIFIC	Gene Name	hgnc:11756	TFF2	TTD	2020.06.01
UTS2R	Gene Symbol	hgnc:4468	UTS2R	HGNC	20240408
UTS2R	Gene Symbol	hgnc:4468	UTS2R	NCBI	20240410
UTS2R	Gene Symbol	hgnc:4468	UTS2R	Ensembl	111
TNF-RELATED WEAK INDUCER OF APOPTOSIS	Gene Name	hgnc:11927	TNFSF12	TTD	2020.06.01
CCN2	Gene Symbol	hgnc:2500	CCN2	HGNC	20240408
CCN2	Gene Symbol	hgnc:2500	CCN2	NCBI	20240410
CCN2	Gene Symbol	hgnc:2500	CCN2	Ensembl	111
PHOSPHOLIPASE C	Gene Name	hgnc:5273	HSPG2	TTD	2020.06.01
REGENERATING HUMAN PRO-ISLET PEPTIDE	Gene Name	hgnc:8601	REG3A	TTD	2020.06.01
PROM1	Gene Symbol	hgnc:9454	PROM1	HGNC	20240408
PROM1	Gene Symbol	hgnc:9454	PROM1	NCBI	20240410
PROM1	Gene Symbol	hgnc:9454	PROM1	Ensembl	111
GLUTAMATE RECEPTOR IONOTROPIC NMDA 1	Gene Name	hgnc:4584	GRIN1	TTD	2020.06.01
HISTAMINE N-METHYLTRANSFERASE	Gene Name	hgnc:5028	HNMT	TTD	2020.06.01
PDF	Gene Symbol	hgnc:30012	PDF	HGNC	20240408
PDF	Gene Symbol	hgnc:30012	PDF	NCBI	20240410
PDF	Gene Symbol	hgnc:30012	PDF	Ensembl	111
GAR TRANSFORMYLASE	Gene Name	hgnc:4163	GART	TTD	2020.06.01
GATM	Gene Symbol	hgnc:4175	GATM	HGNC	20240408
GATM	Gene Symbol	hgnc:4175	GATM	NCBI	20240410
GATM	Gene Symbol	hgnc:4175	GATM	Ensembl	111
ADENOSINE DEAMINASE	Gene Name	hgnc:186	ADA	TTD	2020.06.01
CHOLESTEROL DESMOLASE	Gene Name	hgnc:2590	CYP11A1	TTD	2020.06.01
PROSTAGLANDIN G/H SYNTHASE 2	Gene Name	hgnc:9605	PTGS2	TTD	2020.06.01
INTERLEUKIN-4	Gene Name	hgnc:6014	IL4	TTD	2020.06.01
INTERLEUKIN 3 RECEPTOR	Gene Name	hgnc:2436	CSF2RB	TTD	2020.06.01
MAPK/ERK KINASE KINASE 2	Gene Name	hgnc:6854	MAP3K2	TTD	2020.06.01
ADENINE NUCLEOTIDE TRANSLOCATOR 1	Gene Name	hgnc:10990	SLC25A4	TTD	2020.06.01
CYCLIC NUCLEOTIDE-GATED CHANNEL ALPHA-1	Gene Name	hgnc:2148	CNGA1	TTD	2020.06.01
INWARD RECTIFIER POTASSIUM CHANNEL KIR1.2	Gene Name	hgnc:6256	KCNJ10	TTD	2020.06.01
SNAP91	Gene Symbol	hgnc:14986	SNAP91	HGNC	20240408
SNAP91	Gene Symbol	hgnc:14986	SNAP91	NCBI	20240410
SNAP91	Gene Symbol	hgnc:14986	SNAP91	Ensembl	111
T-CELL SURFACE GLYCOPROTEIN CD3 EPSILON	Gene Name	hgnc:1674	CD3E	TTD	2020.06.01
SOLUTE CARRIER FAMILY 12 MEMBER 1	Gene Name	hgnc:10910	SLC12A1	TTD	2020.06.01
CRTAP	Gene Symbol	hgnc:2379	CRTAP	HGNC	20240408
CRTAP	Gene Symbol	hgnc:2379	CRTAP	Ensembl	111
CRTAP	Gene Symbol	hgnc:2379	CRTAP	NCBI	20240410
IL24	Gene Symbol	hgnc:11346	IL24	HGNC	20240408
IL24	Gene Symbol	hgnc:11346	IL24	NCBI	20240410
IL24	Gene Symbol	hgnc:11346	IL24	Ensembl	111
HEME OXYGENASE 1	Gene Name	hgnc:5013	HMOX1	TTD	2020.06.01
FUT4	Gene Symbol	hgnc:4015	FUT4	HGNC	20240408
FUT4	Gene Symbol	hgnc:4015	FUT4	Ensembl	111
FUT4	Gene Symbol	hgnc:4015	FUT4	NCBI	20240410
SUBSTANCE-K RECEPTOR	Gene Name	hgnc:11527	TACR2	TTD	2020.06.01
FOLLICLE-STIMULATING HORMONE RECEPTOR	Gene Name	hgnc:3969	FSHR	TTD	2020.06.01
CNTFR	Gene Symbol	hgnc:2170	CNTFR	HGNC	20240408
CNTFR	Gene Symbol	hgnc:2170	CNTFR	NCBI	20240410
CNTFR	Gene Symbol	hgnc:2170	CNTFR	Ensembl	111
VOLTAGE-GATED SODIUM CHANNEL ALPHA NAV1.4	Gene Name	hgnc:10591	SCN4A	TTD	2020.06.01
DEHYDROPEPTIDASE I	Gene Name	hgnc:3002	DPEP1	TTD	2020.06.01
FATTY ALDEHYDE DEHYDROGENASE	Gene Name	hgnc:403	ALDH3A2	TTD	2020.06.01
CORTICOTROPIN-RELEASING FACTOR RECEPTOR 2	Gene Name	hgnc:2358	CRHR2	TTD	2020.06.01
